id,L_m,W_m,H_m,weight_kg,fragile,stack_limit,can_rotate,drop_order,volume_m3
451,0.709,0.431,0.255,44.0,0,3,1,1,0.078
452,0.601,0.571,0.75,95.5,0,1,1,3,0.2573
453,0.676,0.922,0.404,120.0,1,1,0,5,0.2514
454,0.563,0.821,0.795,120.0,1,1,1,4,0.3673
455,1.089,0.633,0.624,120.0,0,1,0,3,0.4302
456,0.958,0.729,0.619,120.0,0,1,1,2,0.4324
457,0.729,0.393,0.62,73.6,0,2,1,1,0.1775
458,0.96,0.569,0.796,120.0,0,1,1,4,0.4345
459,0.816,0.882,0.374,108.9,0,1,1,5,0.2687
460,0.821,0.422,0.793,120.0,0,1,1,3,0.275
461,0.694,0.938,0.427,120.0,0,1,1,1,0.2779
462,0.791,0.851,0.302,86.0,0,2,1,3,0.2031
463,1.188,0.746,0.757,120.0,0,1,1,2,0.6713
464,1.028,0.543,0.304,65.6,0,2,1,5,0.1693
465,1.062,0.36,0.511,93.3,0,1,1,3,0.1955
466,0.499,0.492,0.709,96.1,1,1,1,2,0.174
467,0.803,0.782,0.402,101.0,0,1,1,1,0.2525
468,0.694,0.574,0.646,100.7,1,1,1,5,0.2572
469,0.471,0.822,0.603,114.5,0,1,1,1,0.2335
470,0.716,0.44,0.63,97.4,0,1,1,2,0.1987
471,0.459,0.835,0.333,83.8,0,2,1,5,0.1278
472,0.587,0.859,0.637,120.0,0,1,1,3,0.3212
473,1.039,0.769,0.712,120.0,0,1,1,5,0.5691
474,0.949,0.433,0.328,54.0,0,3,1,1,0.1345
475,0.959,0.445,0.778,120.0,0,1,1,1,0.332
476,0.463,0.342,0.773,49.6,0,3,1,2,0.1225
477,0.531,0.333,0.425,52.9,0,3,1,3,0.0753
478,0.417,0.78,0.775,96.4,0,1,1,1,0.2525
479,0.478,0.619,0.766,100.3,0,1,0,5,0.2269
480,0.481,0.795,0.314,65.1,0,2,1,5,0.1201
481,1.168,0.484,0.659,120.0,0,1,1,5,0.3725
482,1.115,0.524,0.779,120.0,0,1,1,4,0.4558
483,0.563,0.882,0.703,120.0,0,1,1,3,0.3492
484,0.603,0.948,0.323,83.3,0,2,0,2,0.1847
485,1.169,0.366,0.474,94.1,0,1,1,2,0.203
486,0.856,0.807,0.56,120.0,0,1,1,5,0.3867
487,0.695,0.661,0.454,112.4,1,1,0,2,0.2088
488,0.773,0.303,0.462,72.7,0,2,1,5,0.1083
489,0.618,0.701,0.303,84.8,1,2,0,4,0.1312
490,0.867,0.482,0.254,55.7,0,3,1,5,0.1061
491,0.98,0.528,0.418,91.8,1,1,1,3,0.2165
492,0.812,0.93,0.483,120.0,0,1,1,1,0.3648
493,1.057,0.783,0.568,120.0,0,1,0,3,0.47
494,0.491,0.335,0.775,83.1,0,2,1,4,0.1276
495,0.883,0.743,0.299,94.1,0,1,1,3,0.1962
496,1.192,0.308,0.441,77.3,1,2,1,3,0.1621
497,0.519,0.876,0.729,120.0,0,1,1,5,0.3314
498,0.796,0.688,0.704,120.0,1,1,1,5,0.3855
499,0.904,0.71,0.312,76.4,0,2,0,4,0.2
500,0.67,0.311,0.622,73.0,0,2,1,1,0.1294
